year	congress	party	district	statenam	name	ngirls	nboys	totchi	anygirls	propgirls	rgroup	statabb	statalph	region	repub	srvlng	female	white	bday	age	demvote	medinc	perf	perw	perhs	percol	perur	alabort	moreserv	moredef	morecrimesp	protgay	dr1per	dr2per	dr3per	dr4per	dr5per	aauw	rtl	nowtot	now1	now2	now3	now4	now5	now6	now7	now8	now9	now10	now11	now12	now13	now14	now15	now16	now17	now18	now19	now20
"1997-1998"	105.0	2.0	1.0	"DELAWAR"	"CASTLE, MICHAEL N."	0	0	0.0	0.0	0.0	2.0	"DE"	8.0	"5"	1.0	5.0	0.0	1.0	1939-07-02	57.0	0.52	40252	0.5239436	0.80324185	0.775	0.214	1.0						0.57	0.09	0.0	0.08	0.26	63	35	55	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	1	0
"1997-1998"	105.0	2.0	1.0	"OHIO"	"CHABOT, STEVEN"	1	1	2.0	1.0	0.5	2.0	"OH"	36.0	"3"	1.0	3.0	0.0	1.0	1953-01-22	43.0	0.5	32697	0.54344684	0.68572956	0.72199994	0.187	0.9877544	0.38059703	0.36507937	0.19574468	0.5441176	0.59006214	0.54	0.19	0.01	0.06	0.2	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	8.0	"GEORGIA"	"CHAMBLISS, C. SAXBY"	1	1	2.0	1.0	0.5	1.0	"GA"	11.0	"5"	1.0	3.0	0.0	1.0	1943-11-10	53.0	0.47	30397	0.52695656	0.7774583	0.67800003	0.145	0.48725608	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	1.0	"IDAHO"	"CHENOWETH, HELEN P."	1	1	2.0	1.0	0.5	1.0	"ID"	13.0	"8"	1.0	3.0	1.0	1.0	1938-07-27	58.0	0.35	29226	0.51049125	0.9492408	0.78800005	0.16700001	0.5421798						0.43	0.15	0.15	0.02	0.25	0	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"1997-1998"	105.0	2.0	2.0	"NEBRASK"	"CHRISTENSEN, JON LYNN"	0	0	0.0	0.0	0.0	1.0	"NE"	28.0	"4"	1.0	3.0	0.0	1.0	1963-02-20	33.0	0.38	37128	0.524302	0.87456864	0.856	0.248	0.9369653	0.35135135	0.23188406	0.12328767	0.7	0.4117647	0.53	0.27	0.01	0.02	0.16	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	1.0	"MISSOUR"	"CLAY, WILLIAM"	2	1	3.0	1.0	0.6666667	2.0	"MO"	26.0	"4"	0.0	29.0	0.0	0.0	1931-04-30	65.0	0.74	30858	0.55528015	0.46271676	0.706	0.195	0.99243337	0.4362416	0.26717559	0.23448277	0.6092715	0.64634144	0.56	0.19	0.02	0.02	0.21	100	6	85	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	1.0	"NORTH C"	"CLAYTON, EVA"	1	3	4.0	1.0	0.25	1.0	"NC"	34.0	"5"	0.0	5.0	1.0	0.0	1934-09-16	62.0	0.63	22065	0.5504079	0.41610336	0.578	0.093	0.41981447	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	100	5	85	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	5.0	"TENNESS"	"CLEMENT, ROBERT N."	2	2	4.0	1.0	0.5	1.0	"TN"	43.0	"6"	0.0	10.0	0.0	1.0	1943-09-23	53.0	0.55	34396	0.5352289	0.7538798	0.75	0.233	0.95223194	0.3266129	0.35164836	0.24770643	0.63492066	0.5067568	0.76	0.06	0.0	0.03	0.14	75	45	70	1	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1
"1997-1998"	105.0	1.0	6.0	"SOUTH C"	"CLYBURN, JAMES E."	3	0	3.0	1.0	1.0	1.0	"SC"	41.0	"5"	0.0	5.0	0.0	0.0	1940-07-21	56.0	0.65	22973	0.5428681	0.37268615	0.592	0.11399999	0.48947462	0.42857143	0.0	0.0	0.64285713	0.72727275	0.78	0.07	0.01	0.03	0.1	100	5	95	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	6.0	"NORTH C"	"COBLE, HOWARD"	0	0	0.0	0.0	0.0	1.0	"NC"	34.0	"5"	1.0	13.0	0.0	1.0	1931-03-18	65.0	0.33	35953	0.5237283	0.9132471	0.72099996	0.19	0.4715461	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	2.0	"OKLAHOM"	"COBURN, THOMAS A."	3	0	3.0	1.0	1.0	1.0	"OK"	37.0	"7"	1.0	3.0	0.0	1.0	1948-03-14	48.0	0.47	24808	0.52352875	0.7710161	0.679	0.116000004	0.37405202	0.2857143	0.0	0.14285715	0.5714286	0.71428573	0.71	0.07	0.0	0.03	0.19	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	3.0	"GEORGIA"	"COLLINS, MICHAEL A. (MAC)"	2	2	4.0	1.0	0.5	1.0	"GA"	11.0	"5"	1.0	5.0	0.0	1.0	1944-10-14	52.0	0.42	36742	0.5256543	0.803275	0.71699995	0.155	0.5648506	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	13	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"1997-1998"	105.0	2.0	19.0	"TEXAS"	"COMBEST, LARRY E."	1	1	2.0	1.0	0.5	1.0	"TX"	44.0	"7"	1.0	13.0	0.0	1.0	1945-03-20	51.0	0.26	32227	0.5180111	0.8609932	0.76	0.20799999	0.815387	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	18.0	"CALIFOR"	"CONDIT, GARY A."	1	1	2.0	1.0	0.5	1.0	"CA"	5.0	"9"	0.0	8.0	0.0	1.0	1948-04-20	48.0	0.46	31574	0.50651115	0.75719863	0.66400003	0.125	0.8079483	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	63	40	55	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1
"1997-1998"	105.0	1.0	14.0	"MICHIGA"	"CONYERS, JOHN, JR."	0	2	2.0	0.0	0.0	1.0	"MI"	23.0	"3"	0.0	33.0	0.0	0.0	1929-05-16	67.0	0.86	28875	0.55770814	0.29240596	0.692	0.125	1.0	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	100	5	95	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	2.0	"UTAH"	"COOK, MERRILL A."	3	2	5.0	1.0	0.6	3.0	"UT"	45.0	"8"	1.0	1.0	0.0	1.0	1946-05-06	50.0	0.41	36350	0.5132205	0.9436613	0.874	0.271	0.9967366	0.45652175	0.5	0.15116279	0.38043478	0.73333335	0.12	0.06	0.57	0.04	0.21	0	90	15	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	5.0	"LOUISIA"	"COOKSEY, JOHN CHARLES"	3	0	3.0	1.0	1.0	1.0	"LA"	19.0	"7"	1.0	1.0	0.0	1.0	1941-04-20	55.0	0.48	27817	0.5340384	0.7683406	0.72900003	0.175	0.5650978	0.18699187	0.39726028	0.5051546	0.72440946	0.49367088	0.52	0.28	0.0	0.03	0.15	13	95	15	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0
"1997-1998"	105.0	1.0	12.0	"ILLINOI"	"COSTELLO, JERRY F."	1	2	3.0	1.0	0.33333334	2.0	"IL"	14.0	"3"	0.0	9.0	0.0	1.0	1949-09-25	47.0	0.56	31003	0.5242192	0.81466067	0.71900004	0.139	0.7750809	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	63	90	45	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1
"1997-1998"	105.0	2.0	47.0	"CALIFOR"	"COX, C. CHRISTOPHER"	1	1	2.0	1.0	0.5	2.0	"CA"	5.0	"9"	1.0	9.0	0.0	1.0	1952-10-16	44.0	0.36	59936	0.5165097	0.83578295	0.89699996	0.371	0.99556094	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
"1997-1998"	105.0	1.0	14.0	"PENNSYL"	"COYNE, WILLIAM J."	0	0	0.0	0.0	0.0	2.0	"PA"	39.0	"2"	0.0	17.0	0.0	1.0	1936-08-24	60.0	0.59	32274	0.54527867	0.8046244	0.76	0.22600001	0.9960904	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	100	5	85	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	5.0	"ALABAMA"	"CRAMER, BUD"	1	0	1.0	1.0	1.0	1.0	"AL"	1.0	"6"	1.0	7.0	0.0	1.0	1947-08-22	49.0	0.43	33189	0.5202188	0.8341762	0.71599996	0.204	0.6112656	0.29707113	0.5	0.31400967	0.5483871	0.53435117	0.69	0.13	0.02	0.04	0.12	63	60	40	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1
"1997-1998"	105.0	2.0	8.0	"ILLINOI"	"CRANE, PHILIP M."	7	1	8.0	1.0	0.875	1.0	"IL"	14.0	"3"	1.0	29.0	0.0	1.0	1930-11-03	66.0	0.41	53105	0.5084095	0.9221756	0.871	0.30200002	0.9445786	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	0	100	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	2.0	"IDAHO"	"CRAPO, MICHAEL D."	3	2	5.0	1.0	0.6	3.0	"ID"	13.0	"8"	1.0	5.0	0.0	1.0	1951-05-20	45.0	0.32	29736	0.50854456	0.93891835	0.807	0.187	0.60681534						0.43	0.15	0.15	0.02	0.25	0	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"1997-1998"	105.0	2.0	1.0	"WYOMING"	"CUBIN, BARBARA"	0	2	2.0	0.0	0.0	1.0	"WY"	51.0	"8"	1.0	3.0	1.0	1.0	1946-11-30	50.0	0.5	32216	0.5050006	0.9415174	0.83	0.188	0.6491904	0.34920636	0.38636363	0.23214285	0.5538462	0.67391306	0.49	0.18	0.07	0.02	0.24	0	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"1997-1998"	105.0	1.0	7.0	"MARYLAN"	"CUMMINGS, ELIJAH E."	1	0	1.0	1.0	1.0	1.0	"MD"	21.0	"5"	0.0	1.0	0.0	0.0	1951-01-18	45.0	0.81	30115	0.54347277	0.27213225	0.64	0.161	0.99194884	0.5591398	0.40397352	0.17159763	0.62827224	0.7425743	0.5	0.22	0.03	0.07	0.18	100	5	90	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
"1997-1998"	105.0	2.0	51.0	"CALIFOR"	"CUNNINGHAM, RANDY (DUKE)"	2	1	3.0	1.0	0.6666667	1.0	"CA"	5.0	"9"	1.0	7.0	0.0	1.0	1941-12-08	55.0	0.38	50405	0.5023731	0.8459323	0.876	0.345	0.966889	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	6.0	"MISSOUR"	"DANNER, PAT"	2	2	4.0	1.0	0.5	2.0	"MO"	26.0	"4"	0.0	5.0	1.0	1.0	1934-01-13	63.0	0.46	32516	0.5242111	0.96473217	0.78400004	0.16	0.6248087	0.4362416	0.26717559	0.23448277	0.6092715	0.64634144	0.56	0.19	0.02	0.02	0.21	63	70	30	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0
"1997-1998"	105.0	1.0	7.0	"ILLINOI"	"DAVIS, DANNY K."	0	2	2.0	0.0	0.0	1.0	"IL"	14.0	"3"	0.0	1.0	0.0	0.0	1941-09-16	55.0	0.82	28513	0.54544425	0.28996554	0.666	0.20899999	1.0	0.44573644	0.4278846	0.2007874	0.66159695	0.6785714	0.46	0.29	0.0	0.06	0.19	100	10	95	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	11.0	"FLORIDA"	"DAVIS, JIM"	0	2	2.0	0.0	0.0	1.0	"FL"	10.0	"5"	0.0	1.0	0.0	1.0	1957-10-11	39.0	0.52	31197	0.5242893	0.7873512	0.745	0.19399999	0.98765373	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	88	32	65	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1
"1997-1998"	105.0	2.0	11.0	"VIRGINIA"	"DAVIS, THOMAS M."	2	1	3.0	1.0	0.6666667	3.0	"VA"	47.0	"5"	1.0	3.0	0.0	1.0	1949-01-05	48.0	0.48	59989	0.51002896	0.8072345	0.90400004	0.443	0.9835555	0.46741155	0.3363431	0.2874494	0.54264975	0.6042403	0.61	0.14	0.01	0.06	0.17	63	65	45	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	1	0	1	1	0
"1997-1998"	105.0	2.0	9.0	"GEORGIA"	"DEAL, NATHAN"	3	1	4.0	1.0	0.75	1.0	"GA"	11.0	"5"	1.0	5.0	0.0	1.0	1942-08-25	54.0	0.35	30691	0.51583946	0.94652027	0.609	0.11399999	0.22146048	0.34615386	0.44727272	0.2524272	0.62702703	0.6315789	0.69	0.08	0.02	0.05	0.16	0	90	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	4.0	"OREGON"	"DEFAZIO, PETER A."	0	0	0.0	0.0	0.0	2.0	"OR"	38.0	"9"	0.0	11.0	0.0	1.0	1947-05-27	49.0	0.45	29057	0.51668465	0.9600732	0.794	0.171	0.61122495	0.5762712	0.42857143	0.0877193	0.5	0.66	0.46	0.14	0.05	0.06	0.29	100	5	90	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	1.0	"COLORAD"	"DEGETTE, DIANA L."	2	0	2.0	1.0	1.0	1.0	"CO"	6.0	"8"	0.0	1.0	1.0	1.0	1957-07-29	39.0	0.61	31355	0.5196106	0.7295654	0.78900003	0.268	0.9997341	0.5847953	0.3125	0.20118344	0.52	0.67	0.42	0.23	0.03	0.05	0.27	100	0	95	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	10.0	"MASSACH"	"DELAHUNT, WILLIAM D."	2	0	2.0	1.0	1.0	2.0	"MA"	22.0	"1"	0.0	1.0	0.0	1.0	1941-07-18	55.0	0.56	45134	0.5329845	0.94674534	0.867	0.264	0.7263207	0.58878505	0.40677965	0.17073171	0.6711111	0.7659575	0.24	0.44	0.01	0.08	0.23	100	5	90	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	3.0	"CONNECT"	"DELAURO, ROSA L."	2	1	3.0	1.0	0.6666667	2.0	"CT"	7.0	"1"	0.0	7.0	1.0	1.0	1943-03-02	53.0	0.57	47357	0.5314202	0.84145206	0.797	0.268	0.87846065						0.42	0.32	0.02	0.06	0.18	100	5	95	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	22.0	"TEXAS"	"DELAY, THOMAS D."	1	0	1.0	1.0	1.0	1.0	"TX"	44.0	"7"	1.0	13.0	0.0	1.0	1947-04-08	49.0	0.38	46628	0.4998758	0.76942235	0.84300005	0.32599998	0.8669821	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	9.0	"CALIFOR"	"DELLUMS, RONALD V."	2	1	3.0	1.0	0.6666667	1.0	"CA"	5.0	"9"	0.0	27.0	0.0	0.0	1935-11-24	61.0	0.75	36561	0.51622134	0.45361298	0.802	0.354	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	0													0								
"1997-1998"	105.0	1.0	20.0	"FLORIDA"	"DEUTSCH, PETER"	1	1	2.0	1.0	0.5	4.0	"FL"	10.0	"5"	0.0	5.0	0.0	1.0	1957-04-01	39.0	0.59	41369	0.5182863	0.92106205	0.809	0.219	0.9111602	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	100	6	90	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
"1997-1998"	105.0	2.0	21.0	"FLORIDA"	"DIAZ-BALART, LINCOLN"	0	2	2.0	0.0	0.0	2.0	"FL"	10.0	"5"	1.0	5.0	0.0	0.0	1954-08-13	42.0	0.45	34528	0.5284255	0.8755491	0.677	0.19399999	0.99149895	0.3923445	0.3932927	0.274359	0.61662817	0.59574467	0.48	0.26	0.01	0.07	0.18	25	100	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
"1997-1998"	105.0	2.0	4.0	"ARKANSA"	"DICKEY, JAY"	2	2	4.0	1.0	0.5	1.0	"AR"	4.0	"7"	1.0	5.0	0.0	1.0	1939-12-14	57.0	0.6	24217	0.5310517	0.72424906	0.639	0.11399999	0.477659	0.32520324	0.41666666	0.40816328	0.6825397	0.57894737	0.73	0.07	0.01	0.02	0.17	13	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"1997-1998"	105.0	1.0	6.0	"WASHING"	"DICKS, NORMAN"	0	2	2.0	0.0	0.0	1.0	"WA"	48.0	"9"	0.0	21.0	0.0	1.0	1940-12-16	56.0	0.5	32939	0.5093354	0.8732834	0.823	0.17799999	0.7413295	0.5913978	0.26923078	0.20555556	0.52910054	0.7079646	0.39	0.2	0.04	0.05	0.31	100	5	85	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1
"1997-1998"	105.0	1.0	16.0	"MICHIGA"	"DINGELL, JOHN DAVID, JR."	2	2	4.0	1.0	0.5	2.0	"MI"	23.0	"3"	0.0	42.0	0.0	1.0	1926-07-08	70.0	0.54	40922	0.5233949	0.965932	0.74	0.129	0.8678454	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	63	29	60	0	0	0	0	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	32.0	"CALIFOR"	"DIXON, JULIAN CAREY"	0	1	1.0	0.0	0.0	1.0	"CA"	5.0	"9"	0.0	19.0	0.0	0.0	1934-08-08	62.0	0.81	31990	0.5301054	0.3218086	0.699	0.233	1.0	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	5	85	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	10.0	"TEXAS"	"DOGGETT, LLOYD"	2	0	2.0	1.0	1.0	1.0	"TX"	44.0	"7"	0.0	3.0	0.0	1.0	1946-10-06	50.0	0.54	35723	0.5033756	0.72922045	0.83199996	0.345	0.920859	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	100	5	70	0	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1
"1997-1998"	105.0	1.0	20.0	"CALIFOR"	"DOOLEY, CALVIN"	2	0	2.0	1.0	1.0	1.0	"CA"	5.0	"9"	0.0	7.0	0.0	1.0	1954-01-11	43.0	0.52	22472	0.47741997	0.48691568	0.479	0.064	0.7278006	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	5	80	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1
"1997-1998"	105.0	2.0	4.0	"CALIFOR"	"DOOLITTLE, JOHN T."	1	1	2.0	1.0	0.5	3.0	"CA"	5.0	"9"	1.0	7.0	0.0	1.0	1950-10-30	46.0	0.38	40604	0.4929568	0.92674506	0.851	0.21100001	0.6156299	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	18.0	"PENNSYL"	"DOYLE, MICHAEL F."	1	3	4.0	1.0	0.25	2.0	"PA"	39.0	"2"	0.0	3.0	0.0	1.0	1953-08-05	43.0	0.52	35343	0.54439	0.9123884	0.8	0.21	0.9797996	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	50	89	35	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1
"1997-1998"	105.0	2.0	28.0	"CALIFOR"	"DREIER, DAVID"	0	0	0.0	0.0	0.0	3.0	"CA"	5.0	"9"	1.0	17.0	0.0	1.0	1952-07-05	44.0	0.45	49369	0.52233255	0.7092387	0.825	0.256	0.99738014	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	0	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"1997-1998"	105.0	2.0	2.0	"TENNESS"	"DUNCAN, JOHN J., JR."	2	2	4.0	1.0	0.5	1.0	"TN"	43.0	"6"	1.0	9.0	0.0	1.0	1947-07-21	49.0	0.42	30917	0.53014696	0.92277026	0.7	0.19299999	0.63991886	0.3266129	0.35164836	0.24770643	0.63492066	0.5067568	0.76	0.06	0.0	0.03	0.14	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	2.0	8.0	"WASHING"	"DUNN, JENNIFER"	0	2	2.0	0.0	0.0	1.0	"WA"	48.0	"9"	1.0	5.0	1.0	1.0	1941-07-29	55.0	0.47	47389	0.50643605	0.92013013	0.88699996	0.29	0.7935337	0.5913978	0.26923078	0.20555556	0.52910054	0.7079646	0.39	0.2	0.04	0.05	0.31	0	80	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	11.0	"TEXAS"	"EDWARDS, CHET"	0	1	1.0	0.0	0.0	1.0	"TX"	44.0	"7"	0.0	7.0	0.0	1.0	1951-11-24	45.0	0.42	26698	0.5019394	0.7604752	0.726	0.148	0.7137758	0.36551723	0.32517484	0.2549923	0.58533335	0.5652174	0.52	0.28	0.01	0.03	0.15	100	20	85	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	3.0	"MICHIGA"	"EHLERS, VERNON J."	2	2	4.0	1.0	0.5	1.0	"MI"	23.0	"3"	1.0	3.0	0.0	1.0	1943-02-06	53.0	0.39	37093	0.5192762	0.89552736	0.799	0.191	0.754916	0.38826185	0.33618233	0.23383084	0.64835167	0.6156863	0.53	0.23	0.01	0.06	0.19	25	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
"1997-1998"	105.0	2.0	2.0	"MARYLAN"	"EHRLICH, ROBERT L., JR."	0	0	0.0	0.0	0.0	1.0	"MD"	21.0	"5"	1.0	3.0	0.0	1.0	1947-11-25	49.0	0.4	45303	0.5197933	0.9168723	0.78099996	0.22299999	0.8238012	0.5591398	0.40397352	0.17159763	0.62827224	0.7425743	0.5	0.22	0.03	0.07	0.18	25	55	25	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0
"1997-1998"	105.0	2.0	8.0	"MISSOUR"	"EMERSON, JOANN"	4	0	4.0	1.0	1.0	1.0	"MO"	26.0	"4"	1.0	1.0	1.0	1.0	1950-09-16	46.0	0.45	22406	0.52844465	0.9476165	0.59	0.095	0.37260485	0.4362416	0.26717559	0.23448277	0.6092715	0.64634144	0.56	0.19	0.02	0.02	0.21	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1997-1998"	105.0	1.0	17.0	"NEW YOR"	"ENGEL, ELIOT L."	1	2	3.0	1.0	0.33333334	4.0	"NY"	33.0	"2"	0.0	9.0	0.0	1.0	1947-02-18	49.0	0.85	32400	0.56287616	0.4027022	0.666	0.171	0.9967036	0.56880736	0.4726477	0.17092338	0.588551	0.7051282	0.3	0.38	0.0	0.12	0.19	100	5	95	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	2.0	21.0	"PENNSYL"	"ENGLISH, PHILIP S."	0	0	0.0	0.0	0.0	2.0	"PA"	39.0	"2"	1.0	3.0	0.0	1.0	1956-06-20	40.0	0.49	31144	0.5265305	0.95249397	0.765	0.146	0.5628029	0.42366412	0.41968912	0.17213115	0.47565544	0.6730769	0.48	0.27	0.01	0.06	0.18	38	100	25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0
"1997-1998"	105.0	2.0	1.0	"NEVADA"	"ENSIGN, JOHN E."	1	1	2.0	1.0	0.5	1.0	"NV"	29.0	"8"	1.0	3.0	0.0	1.0	1958-03-25	38.0	0.51	34114	0.49632677	0.7953082	0.759	0.133	0.99864715						0.41	0.24	0.09	0.04	0.22	25	100	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
"1997-1998"	105.0	1.0	14.0	"CALIFOR"	"ESHOO, ANNA G."	1	1	2.0	1.0	0.5	2.0	"CA"	5.0	"9"	0.0	5.0	1.0	1.0	1942-12-13	54.0	0.58	59492	0.49687216	0.78070354	0.88	0.442	0.9846515	0.56766915	0.37880987	0.23116884	0.63414633	0.67287785	0.33	0.32	0.02	0.08	0.25	100	5	90	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
"1997-1998"	105.0	1.0	2.0	"NORTH C"	"ETHERIDGE, BOBBY R."	1	2	3.0	1.0	0.33333334	1.0	"NC"	34.0	"5"	0.0	1.0	0.0	1.0	1941-08-07	55.0	0.42	32469	0.5286236	0.76226425	0.705	0.18100001	0.41773024	0.2704918	0.44594595	0.20408164	0.75	0.6625	0.69	0.1	0.01	0.05	0.15	88	40	60	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1
